"OCUPACION","OCUPACION.NOMBRE","SALARIO","CLASE.SEGURO","X..orden","CAMBIO"
3229,"Otros técnicos de las ciencias de la salud","1047200.00","C",42,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","723260.00","C",80,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","865450.00","C",21,"SCS"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1112175.62","C",28,"SA"
5132,"Ayudantes de enfermería","763820.00","C",5,"SCS"
3229,"Otros técnicos de las ciencias de la salud","2192638.97","C",4,"SA"
7125,"Encargado de Mantenimiento de Edificios","784163.70","C",11,"SA"
2226,"Enfermeros profesionales","2726870.35","C",59,"SA"
9152,"Guardianes y porteros ","976852.79","C",3,"SA"
3122,"Técnicos y asistentes en estadística y demografía","911266.00","C",16,"SA"
2226,"Enfermeros profesionales","1900555.30","C",3,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1412836.85","C",2,"SA"
3229,"Otros técnicos de las ciencias de la salud","892981.00","C",4,"SCS"
3224,"Técnicos y asistentes en farmacia","992518.65","C",11,"SA"
2226,"Enfermeros profesionales","2085348.80","C",31,"SA"
3229,"Otros técnicos de las ciencias de la salud","3842500.55","C",163,"SA"
3226,"Auxiliares de enfermería","985178.20","C",12,"SA"
2226,"Enfermeros profesionales","2283653.05","C",325,"SA"
3224,"Técnicos y asistentes en farmacia","931000.00","C",6,"SCS"
3226,"Auxiliares de enfermería","1557720.75","C",22,"SA"
3122,"Técnicos y asistentes en estadística y demografía","689811.70","C",6,"SCS"
5132,"Ayudantes de enfermería","981692.42","C",25,"SA"
3229,"Otros técnicos de las ciencias de la salud","861560.00","C",2,"SCS"
2226,"Enfermeros profesionales","2205630.10","C",14,"SA"
2226,"Enfermeros profesionales","2473176.15","C",19,"SA"
3419,"Otros técnicos en administración y en economía","1748304.00","C",40,"SCS"
2226,"Enfermeros profesionales","2117615.70","C",1,"SA"
4149,"Oficinista","745200.00","C",23,"SA"
3229,"Otros técnicos de las ciencias de la salud","1109980.02","C",2,"SA"
5132,"Ayudantes de enfermería","621966.40","C",126,"SA"
2449,"Otros profesionales en ciencias sociales","1626675.00","C",45,"SCS"
4131,"Empleados de control de abastecimiento e inventario","700040.00","C",25,"SA"
3229,"Otros técnicos de las ciencias de la salud","1047200.00","C",24,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","276207.85","C",260,"SA"
2226,"Enfermeros profesionales","2826999.05","C",10,"SA"
4131,"Empleados de control de abastecimiento e inventario","798642.00","C",16,"SA"
3122,"Técnicos y asistentes en estadística y demografía","834351.70","C",16,"SCS"
2131,"Diseñadores y analistas de sistemas informáticos","2138153.00","C",93,"SA"
3122,"Técnicos y asistentes en estadística y demografía","789807.85","C",39,"SA"
9155,"Ayudante de cocina","805207.95","C",27,"SA"
3122,"Técnicos y asistentes en estadística y demografía","944320.00","C",4,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","537234.39","C",55,"SA"
7125,"Encargado de Mantenimiento de Edificios","891831.95","C",46,"SA"
2226,"Enfermeros profesionales","1975715.55","C",98,"SA"
2226,"Enfermeros profesionales","2811348.62","C",94,"SA"
5132,"Ayudantes de enfermería","1009612.00","C",30,"SA"
3419,"Otros técnicos en administración y en economía","1868985.00","C",6,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","623241.10","C",3,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","664365.45","C",3,"SA"
2226,"Enfermeros profesionales","3053773.80","C",145,"SA"
3226,"Auxiliares de enfermería","862646.65","C",68,"SA"
2449,"Otros profesionales en ciencias sociales","1542042.50","C",33,"SCS"
3226,"Auxiliares de enfermería","799162.50","C",20,"SA"
5132,"Ayudantes de enfermería","554610.00","C",9,"SCS"
2449,"Otros profesionales en ciencias sociales","1593249.00","C",22,"SCS"
3412,"Técnicos y asistentes en recursos humanos","801765.70","C",53,"SA"
2226,"Enfermeros profesionales","1536927.74","C",254,"SA"
9155,"Ayudante de cocina","761587.33","C",125,"SA"
2226,"Enfermeros profesionales","1583855.80","C",40,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","862600.00","C",46,"SA"
5132,"Ayudantes de enfermería","675200.00","C",6,"SCS"
7125,"Encargado de Mantenimiento de Edificios","703866.70","C",16,"SCS"
7125,"Encargado de Mantenimiento de Edificios","539000.40","C",79,"SA"
9155,"Ayudante de cocina","675634.30","C",32,"SA"
3229,"Otros técnicos de las ciencias de la salud","964989.65","C",3,"SA"
5132,"Ayudantes de enfermería","591375.00","C",108,"SA"
3226,"Auxiliares de enfermería","2206578.25","C",110,"SA"
5132,"Ayudantes de enfermería","686280.00","C",15,"SCS"
5132,"Ayudantes de enfermería","929000.45","C",4,"SA"
5132,"Ayudantes de enfermería","675200.00","C",13,"SCS"
2226,"Enfermeros profesionales","2031736.35","C",100,"SA"
7125,"Encargado de Mantenimiento de Edificios","821236.10","C",7,"SA"
2226,"Enfermeros profesionales","3146246.90","C",2,"SA"
3229,"Otros técnicos de las ciencias de la salud","1562314.50","C",31,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","676450.00","C",10,"SCS"
5132,"Ayudantes de enfermería","675200.00","C",4,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1485995.95","C",69,"SA"
3226,"Auxiliares de enfermería","939455.35","C",58,"SA"
9152,"Guardianes y porteros ","754746.95","C",55,"SA"
3226,"Auxiliares de enfermería","855183.00","C",8,"SA"
9155,"Ayudante de cocina","601868.60","C",5,"SA"
3226,"Auxiliares de enfermería","905665.40","C",45,"SA"
4211,"Cajeros","852926.00","C",4,"SCS"
3224,"Técnicos y asistentes en farmacia","1766207.35","C",13,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2693686.50","C",18,"SA"
2132,"Programadores informáticos ","1146550.00","C",8,"SCS"
7125,"Encargado de Mantenimiento de Edificios","562081.05","C",34,"SA"
2226,"Enfermeros profesionales","1941572.69","C",91,"SA"
2226,"Enfermeros profesionales","2731983.85","C",2,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","706785.00","C",11,"SA"
3226,"Auxiliares de enfermería","1243705.93","C",242,"SA"
3122,"Técnicos y asistentes en estadística y demografía","876220.00","C",16,"SCS"
5132,"Ayudantes de enfermería","1122545.85","C",26,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1106462.60","C",10,"SA"
4112,"Secretarios","923400.00","C",1,"SCS"
3189,"Otros supervisores de personal","981894.39","C",58,"SA"
5132,"Ayudantes de enfermería","694323.35","C",185,"SA"
2226,"Enfermeros profesionales","1791371.40","C",193,"SA"
2222,"Odontólogos","2356350.80","C",45,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","1423122.05","C",21,"SA"
3224,"Técnicos y asistentes en farmacia","916750.00","C",7,"SCS"
3419,"Otros técnicos en administración y en economía","1553758.00","C",7,"SCS"
2229,"Otros profesionales en ciencias de la salud","1587010.30","C",1,"SCS"
4112,"Secretarios","743180.00","C",114,"SCS"
3229,"Otros técnicos de las ciencias de la salud","969216.00","C",12,"SCS"
7125,"Encargado de Mantenimiento de Edificios","723240.00","C",17,"SA"
3229,"Otros técnicos de las ciencias de la salud","1282926.95","C",20,"SA"
9152,"Guardianes y porteros ","465031.20","C",15,"SA"
5132,"Ayudantes de enfermería","906651.60","C",60,"SA"
3226,"Auxiliares de enfermería","881769.00","C",58,"SCS"
2221,"Médicos generales y especialistas","6717417.10","C",12,"SA"
3229,"Otros técnicos de las ciencias de la salud","1028120.00","C",6,"SCS"
3226,"Auxiliares de enfermería","787018.00","C",125,"SA"
7125,"Encargado de Mantenimiento de Edificios","801533.45","C",10,"SA"
9155,"Ayudante de cocina","610641.15","C",25,"SA"
3226,"Auxiliares de enfermería","853125.15","C",170,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1102049.77","C",29,"SA"
7125,"Encargado de Mantenimiento de Edificios","643971.40","C",13,"SA"
2222,"Odontólogos","1897313.20","C",7,"SCS"
2226,"Enfermeros profesionales","2101544.10","C",55,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","758211.54","C",2,"SA"
4149,"Oficinista","1111848.00","C",14,"SA"
3229,"Otros técnicos de las ciencias de la salud","1156999.90","C",57,"SA"
3229,"Otros técnicos de las ciencias de la salud","947779.33","C",22,"SA"
7125,"Encargado de Mantenimiento de Edificios","864969.30","C",93,"SA"
3229,"Otros técnicos de las ciencias de la salud","1470063.73","C",8,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1440603.25","C",7,"SA"
3122,"Técnicos y asistentes en estadística y demografía","772222.71","C",55,"SA"
3224,"Técnicos y asistentes en farmacia","653125.00","C",19,"SA"
3229,"Otros técnicos de las ciencias de la salud","1521820.15","C",10,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1107934.00","C",43,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","1263945.25","C",26,"SA"
7125,"Encargado de Mantenimiento de Edificios","869880.00","C",6,"SCS"
3224,"Técnicos y asistentes en farmacia","1247702.15","C",18,"SA"
5132,"Ayudantes de enfermería","738500.00","C",12,"SCS"
5132,"Ayudantes de enfermería","614460.00","C",18,"SCS"
3229,"Otros técnicos de las ciencias de la salud","840428.16","C",12,"SA"
2226,"Enfermeros profesionales","2544170.66","C",18,"SA"
3226,"Auxiliares de enfermería","855183.00","C",3,"SCS"
5132,"Ayudantes de enfermería","1103089.15","C",74,"SA"
2226,"Enfermeros profesionales","2562785.10","C",40,"SA"
3122,"Técnicos y asistentes en estadística y demografía","609161.40","C",58,"SA"
7125,"Encargado de Mantenimiento de Edificios","1464165.25","C",86,"SA"
3224,"Técnicos y asistentes en farmacia","973750.00","C",56,"SA"
9155,"Ayudante de cocina","741816.25","C",16,"SA"
3122,"Técnicos y asistentes en estadística y demografía","876220.00","C",53,"SCS"
3224,"Técnicos y asistentes en farmacia","1098829.30","C",45,"SA"
3419,"Otros técnicos en administración y en economía","958440.00","C",1,"SCS"
5132,"Ayudantes de enfermería","662840.00","C",90,"SA"
3226,"Auxiliares de enfermería","1071249.75","C",61,"SA"
9152,"Guardianes y porteros ","637527.87","C",91,"SA"
4211,"Cajeros","815360.00","C",9,"SCS"
5132,"Ayudantes de enfermería","1173023.25","C",35,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","659953.55","C",157,"SA"
3226,"Auxiliares de enfermería","1048482.05","C",5,"SA"
2222,"Odontólogos","3030875.60","C",26,"SCS"
5132,"Ayudantes de enfermería","624416.85","C",42,"SA"
9152,"Guardianes y porteros ","910271.60","C",16,"SA"
3226,"Auxiliares de enfermería","1113126.40","C",467,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","685415.00","C",6,"SCS"
7125,"Encargado de Mantenimiento de Edificios","632961.40","C",17,"SCS"
3226,"Auxiliares de enfermería","1311466.10","C",160,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3821899.30","C",84,"SA"
3189,"Otros supervisores de personal","2087188.50","C",37,"SCS"
3229,"Otros técnicos de las ciencias de la salud","846687.50","C",40,"SA"
3229,"Otros técnicos de las ciencias de la salud","829251.70","C",9,"SA"
5132,"Ayudantes de enfermería","1054155.65","C",88,"SA"
3122,"Técnicos y asistentes en estadística y demografía","779640.00","C",17,"SA"
2229,"Otros profesionales en ciencias de la salud","1611129.05","C",10,"SA"
9152,"Guardianes y porteros ","1440070.01","C",29,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","735875.00","C",40,"SCS"
5132,"Ayudantes de enfermería","649880.00","C",21,"SCS"
2449,"Otros profesionales en ciencias sociales","1256600.80","C",65,"SA"
3229,"Otros técnicos de las ciencias de la salud","1011122.80","C",5,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","954903.53","C",4,"SA"
2449,"Otros profesionales en ciencias sociales","1420008.25","C",22,"SA"
5132,"Ayudantes de enfermería","706125.00","C",381,"SA"
3226,"Auxiliares de enfermería","1951569.35","C",33,"IC"
3122,"Técnicos y asistentes en estadística y demografía","923900.90","C",10,"SA"
5132,"Ayudantes de enfermería","615215.70","C",23,"SA"
3226,"Auxiliares de enfermería","589876.85","C",45,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","1141837.00","C",34,"SA"
3122,"Técnicos y asistentes en estadística y demografía","976074.55","C",76,"SA"
3226,"Auxiliares de enfermería","819114.75","C",214,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","1372492.00","C",68,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1219151.70","C",3,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","566580.00","C",7,"SA"
3189,"Otros supervisores de personal","1255905.00","C",37,"SA"
2449,"Otros profesionales en ciencias sociales","1499450.50","C",60,"SA"
3226,"Auxiliares de enfermería","1164188.35","C",13,"SA"
5132,"Ayudantes de enfermería","1239890.70","C",71,"SA"
5132,"Ayudantes de enfermería","505581.85","C",113,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","914066.69","C",9,"SA"
2449,"Otros profesionales en ciencias sociales","1644091.00","C",2,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1035564.23","C",18,"SA"
3229,"Otros técnicos de las ciencias de la salud","2538673.25","C",7,"SA"
2449,"Otros profesionales en ciencias sociales","1548363.00","C",60,"SCS"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1402589.70","C",7,"SA"
7125,"Encargado de Mantenimiento de Edificios","942453.40","C",90,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1897582.50","C",1,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3219088.65","C",46,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","706785.00","C",5,"SCS"
2226,"Enfermeros profesionales","2416861.30","C",88,"SA"
3229,"Otros técnicos de las ciencias de la salud","932960.00","C",1,"SCS"
3229,"Otros técnicos de las ciencias de la salud","948197.85","C",53,"IC"
3229,"Otros técnicos de las ciencias de la salud","1371148.05","C",19,"SA"
3226,"Auxiliares de enfermería","855183.00","C",34,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","713800.00","C",21,"SA"
2222,"Odontólogos","1792671.58","C",7,"SA"
4223,"Telefonistas","690040.45","C",29,"SA"
5132,"Ayudantes de enfermería","850852.15","C",26,"SA"
3122,"Técnicos y asistentes en estadística y demografía","944320.00","C",28,"SCS"
5132,"Ayudantes de enfermería","805292.50","C",18,"SA"
3226,"Auxiliares de enfermería","908355.00","C",22,"SA"
7125,"Encargado de Mantenimiento de Edificios","488110.00","C",44,"SCS"
3226,"Auxiliares de enfermería","1022928.80","C",127,"SA"
2226,"Enfermeros profesionales","2587326.80","C",108,"SA"
3226,"Auxiliares de enfermería","1007195.50","C",2,"SA"
3226,"Auxiliares de enfermería","1103834.70","C",1,"SA"
3226,"Auxiliares de enfermería","1026264.70","C",31,"SA"
7125,"Encargado de Mantenimiento de Edificios","378010.00","C",5,"SA"
5132,"Ayudantes de enfermería","890694.75","C",40,"SA"
3229,"Otros técnicos de las ciencias de la salud","1120730.62","C",5,"SA"
3229,"Otros técnicos de las ciencias de la salud","900830.35","C",9,"SA"
3224,"Técnicos y asistentes en farmacia","646000.00","C",3,"SCS"
3226,"Auxiliares de enfermería","1112876.39","C",55,"SA"
3229,"Otros técnicos de las ciencias de la salud","1455792.48","C",17,"SA"
3226,"Auxiliares de enfermería","1186095.75","C",29,"SA"
3224,"Técnicos y asistentes en farmacia","931000.00","C",2,"SA"
5132,"Ayudantes de enfermería","1250711.65","C",111,"SA"
3229,"Otros técnicos de las ciencias de la salud","1519446.15","C",36,"SA"
9155,"Ayudante de cocina","557285.75","C",5,"SA"
3226,"Auxiliares de enfermería","1708219.15","C",4,"SA"
2226,"Enfermeros profesionales","2260962.20","C",192,"SCS"
5132,"Ayudantes de enfermería","795012.85","C",371,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1934270.00","C",55,"SA"
3224,"Técnicos y asistentes en farmacia","1042665.45","C",21,"SA"
5132,"Ayudantes de enfermería","723415.15","C",22,"SA"
2449,"Otros profesionales en ciencias sociales","1616143.50","C",8,"SCS"
4149,"Oficinista","734617.40","C",24,"SA"
2226,"Enfermeros profesionales","1793795.72","C",169,"SA"
5132,"Ayudantes de enfermería","1187452.10","C",117,"SA"
7125,"Encargado de Mantenimiento de Edificios","881753.64","C",41,"SA"
3122,"Técnicos y asistentes en estadística y demografía","648240.00","C",78,"SA"
3226,"Auxiliares de enfermería","815304.00","C",3,"SA"
5132,"Ayudantes de enfermería","575096.60","C",475,"SA"
3226,"Auxiliares de enfermería","789991.70","C",16,"SA"
3229,"Otros técnicos de las ciencias de la salud","1127918.75","C",38,"SA"
2226,"Enfermeros profesionales","2985467.10","C",51,"SA"
3224,"Técnicos y asistentes en farmacia","760000.00","C",23,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","685415.00","C",16,"SCS"
7125,"Encargado de Mantenimiento de Edificios","761531.70","C",11,"SA"
3226,"Auxiliares de enfermería","1030140.75","C",17,"SA"
2226,"Enfermeros profesionales","2992945.50","C",6,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","758080.00","C",9,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1670216.00","C",8,"SA"
2449,"Otros profesionales en ciencias sociales","1409037.00","C",9,"SCS"
2227,"Médico Especialista","7570580.25","C",95,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","622340.00","C",3,"SCS"
5132,"Ayudantes de enfermería","834263.65","C",123,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","788405.00","C",59,"SA"
3229,"Otros técnicos de las ciencias de la salud","1004360.00","C",62,"SA"
3122,"Técnicos y asistentes en estadística y demografía","630249.30","C",3,"SA"
5132,"Ayudantes de enfermería","590520.00","C",147,"SA"
7125,"Encargado de Mantenimiento de Edificios","702055.30","C",48,"SA"
2226,"Enfermeros profesionales","2296725.10","C",4,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","828676.66","C",2,"SA"
7125,"Encargado de Mantenimiento de Edificios","805035.00","C",9,"SCS"
3139,"Otros técnicos en informática","1918666.41","C",36,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2480422.50","C",7,"SCS"
3224,"Técnicos y asistentes en farmacia","2215754.95","C",5,"SA"
2227,"Médico Especialista","7734048.40","C",36,"SA"
3226,"Auxiliares de enfermería","1451759.10","C",187,"SA"
3411,"Técnicos y auxiliares de contabilidad y auditoría","613350.00","C",29,"SCS"
2226,"Enfermeros profesionales","2852047.50","C",152,"SA"
2226,"Enfermeros profesionales","1669263.80","C",66,"SA"
2227,"Médico Especialista","8871791.15","C",160,"SA"
2445,"Psicólogos","2727236.00","C",153,"SCS"
3226,"Auxiliares de enfermería","1104188.44","C",25,"SA"
5132,"Ayudantes de enfermería","532925.70","C",25,"SA"
5132,"Ayudantes de enfermería","754834.40","C",5,"SA"
7125,"Encargado de Mantenimiento de Edificios","900640.15","C",68,"SA"
3226,"Auxiliares de enfermería","1637337.85","C",51,"SA"
3226,"Auxiliares de enfermería","1134671.90","C",62,"SA"
9152,"Guardianes y porteros ","783253.05","C",10,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","760950.00","C",43,"SCS"
9155,"Ayudante de cocina","681515.10","C",6,"SA"
2449,"Otros profesionales en ciencias sociales","1588467.90","C",2,"SCS"
3224,"Técnicos y asistentes en farmacia","851814.00","C",25,"SA"
3226,"Auxiliares de enfermería","834768.75","C",48,"SA"
3226,"Auxiliares de enfermería","837119.50","C",29,"SA"
3229,"Otros técnicos de las ciencias de la salud","1271139.35","C",2,"SA"
3122,"Técnicos y asistentes en estadística y demografía","781791.70","C",30,"SCS"
3226,"Auxiliares de enfermería","1410348.90","C",65,"SA"
5132,"Ayudantes de enfermería","675200.00","C",18,"SCS"
3226,"Auxiliares de enfermería","863095.50","C",132,"SA"
2449,"Otros profesionales en ciencias sociales","1621358.25","C",13,"SA"
3224,"Técnicos y asistentes en farmacia","849756.80","C",89,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","967556.00","C",17,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","928280.00","C",18,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","761105.00","C",9,"SCS"
4131,"Empleados de control de abastecimiento e inventario","688380.00","C",58,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","958148.00","C",1,"SA"
5132,"Ayudantes de enfermería","683640.00","C",20,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","816058.15","C",17,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","748125.00","C",17,"SA"
5132,"Ayudantes de enfermería","161963.34","C",29,"SA"
5132,"Ayudantes de enfermería","708056.60","C",13,"SA"
5132,"Ayudantes de enfermería","692545.40","C",9,"SA"
5132,"Ayudantes de enfermería","698250.00","C",157,"SCS"
3226,"Auxiliares de enfermería","855183.00","C",98,"SCS"
2226,"Enfermeros profesionales","2061855.24","C",16,"SA"
2226,"Enfermeros profesionales","2790313.95","C",95,"SA"
5132,"Ayudantes de enfermería","675200.00","C",15,"SCS"
3226,"Auxiliares de enfermería","750667.78","C",13,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","523250.00","C",19,"SCS"
3226,"Auxiliares de enfermería","794887.40","C",105,"SA"
5132,"Ayudantes de enfermería","1086876.55","C",42,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","838850.00","C",12,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","651550.00","C",152,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2269845.00","C",35,"SA"
3229,"Otros técnicos de las ciencias de la salud","590701.65","C",1,"SA"
3226,"Auxiliares de enfermería","1754184.75","C",225,"SA"
3226,"Auxiliares de enfermería","740727.25","C",23,"SA"
2226,"Enfermeros profesionales","2052716.35","C",20,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","798950.00","C",7,"SA"
2227,"Médico Especialista","9426987.90","C",26,"SA"
3122,"Técnicos y asistentes en estadística y demografía","795858.13","C",53,"SA"
3224,"Técnicos y asistentes en farmacia","1189035.90","C",39,"SA"
3226,"Auxiliares de enfermería","708960.00","C",23,"SA"
4223,"Telefonistas","835163.85","C",2,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","653600.00","C",71,"SA"
2449,"Otros profesionales en ciencias sociales","1309867.85","C",29,"SA"
3229,"Otros técnicos de las ciencias de la salud","769250.00","C",16,"SA"
9155,"Ayudante de cocina","781275.40","C",12,"SA"
3224,"Técnicos y asistentes en farmacia","1880809.95","C",21,"SA"
2227,"Médico Especialista","3493356.90","C",25,"SA"
3224,"Técnicos y asistentes en farmacia","850928.60","C",11,"SA"
2226,"Enfermeros profesionales","2918670.50","C",73,"SA"
7125,"Encargado de Mantenimiento de Edificios","455080.00","C",68,"SCS"
2226,"Enfermeros profesionales","2933638.30","C",160,"SA"
3122,"Técnicos y asistentes en estadística y demografía","556260.00","C",27,"SCS"
3419,"Otros técnicos en administración y en economía","1886629.50","C",13,"SA"
9152,"Guardianes y porteros ","497533.65","C",82,"SA"
7125,"Encargado de Mantenimiento de Edificios","779205.00","C",4,"SA"
9155,"Ayudante de cocina","809150.65","C",20,"SA"
3224,"Técnicos y asistentes en farmacia","831250.00","C",17,"SCS"
2226,"Enfermeros profesionales","1521849.05","C",92,"SA"
3226,"Auxiliares de enfermería","815304.00","C",37,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","947240.00","C",12,"SCS"
3412,"Técnicos y asistentes en recursos humanos","933280.35","C",20,"SA"
3226,"Auxiliares de enfermería","1049014.90","C",44,"SA"
9155,"Ayudante de cocina","704088.70","C",26,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","665855.00","C",5,"SA"
9155,"Ayudante de cocina","905384.15","C",46,"SA"
9152,"Guardianes y porteros ","1577621.15","C",3,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1501404.05","C",20,"SA"
9155,"Ayudante de cocina","695247.95","C",53,"SA"
2226,"Enfermeros profesionales","2012136.90","C",3,"SA"
3229,"Otros técnicos de las ciencias de la salud","1640339.40","C",19,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2624160.15","C",2,"SA"
4223,"Telefonistas","842269.00","C",12,"SA"
2226,"Enfermeros profesionales","2329554.58","C",8,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1095237.20","C",2,"SA"
3229,"Otros técnicos de las ciencias de la salud","1341068.35","C",22,"SA"
3229,"Otros técnicos de las ciencias de la salud","764750.00","C",3,"SCS"
3224,"Técnicos y asistentes en farmacia","959060.50","C",2,"SA"
2226,"Enfermeros profesionales","2078013.61","C",56,"SA"
2226,"Enfermeros profesionales","2075605.97","C",201,"SA"
2449,"Otros profesionales en ciencias sociales","1729764.00","C",44,"SCS"
3226,"Auxiliares de enfermería","827988.74","C",12,"SA"
5132,"Ayudantes de enfermería","1002391.65","C",37,"SA"
7125,"Encargado de Mantenimiento de Edificios","476803.45","C",14,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1299522.36","C",20,"SA"
9152,"Guardianes y porteros ","934624.40","C",36,"SA"
5132,"Ayudantes de enfermería","725970.50","C",46,"SA"
3122,"Técnicos y asistentes en estadística y demografía","666768.43","C",14,"SA"
3229,"Otros técnicos de las ciencias de la salud","129989.45","C",100,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","912560.00","C",59,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","464251.30","C",13,"SA"
3226,"Auxiliares de enfermería","1565095.45","C",5,"SA"
5132,"Ayudantes de enfermería","992171.50","C",9,"SA"
3224,"Técnicos y asistentes en farmacia","1518487.95","C",13,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","392591.05","C",9,"SA"
2226,"Enfermeros profesionales","1990089.00","C",6,"SA"
3229,"Otros técnicos de las ciencias de la salud","1217595.91","C",9,"SA"
2226,"Enfermeros profesionales","2074574.94","C",101,"SA"
3226,"Auxiliares de enfermería","1096668.90","C",209,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","623241.10","C",11,"SA"
2226,"Enfermeros profesionales","2351961.50","C",58,"SA"
9155,"Ayudante de cocina","875955.40","C",34,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","808387.50","C",24,"SA"
7125,"Encargado de Mantenimiento de Edificios","879660.00","C",27,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","641209.49","C",61,"SA"
2226,"Enfermeros profesionales","1692674.85","C",3,"SA"
5132,"Ayudantes de enfermería","801800.00","C",26,"SA"
3224,"Técnicos y asistentes en farmacia","1355370.65","C",7,"SA"
3226,"Auxiliares de enfermería","1039557.85","C",46,"SA"
5132,"Ayudantes de enfermería","740842.85","C",47,"SA"
3122,"Técnicos y asistentes en estadística y demografía","845340.00","C",5,"SCS"
